codice_contabilita|partita_iva|commodity|fornitore|anno_comp|mese_comp|data_emissione|data_scadenza|flg_presenza_scadenza|provenienza|volume|importo
437384|02127560163|EE|AMIAS SERVIZI S.r.l.|2022|01|2022-02-26 00:00:00|2022-03-26 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.1099999999999
449013|01791490343|EE|IRETI S.p.A.|2021|12|2022-01-24 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|3.9113729144447e-08
449013|01791490343|EE|IRETI S.p.A.|2022|01|2022-02-25 00:00:00|2022-03-31 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.0736479200423e-10
449013|01791490343|EE|IRETI S.p.A.|2021|12|2022-01-13 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.9103830456734e-11
449013|01791490343|EE|IRETI S.p.A.|2021|12|2022-01-20 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|7.6155629358254e-08
413752|01932800228|EE|SET Distribuzione S.p.A.|2021|11|2021-12-19 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.170963853132e-09
413752|01932800228|EE|SET Distribuzione S.p.A.|2021|12|2022-01-12 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.8189894035459e-12
449013|01791490343|EE|IRETI S.p.A.|2022|01|2022-02-25 00:00:00|2022-04-11 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-5.1077222451568e-08
449013|01791490343|EE|IRETI S.p.A.|2022|01|2022-02-10 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|3.2741809263825e-11
120657|01768800748|EE|VERSALIS SPA|2022|01|2022-02-07 00:00:00|2022-03-09 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|200.07
148987|12883450152|EE|UNARETI S.p.A.|2021|11|2021-12-02 00:00:00|2022-01-02 00:00:00|NON PRESENTE|Delta AcuPhi-SAP|0|2.8376234695315e-10
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|11|2021-12-17 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.020000000007446
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|12|2022-01-16 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.2737367544323e-12
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|12|2022-01-25 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-5.4569682106376e-12
143863|05816611007|EE|ARETI S.p.A.|2021|12|2022-01-25 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.3108441382647e-08
213094|03479071205|EE|INRETE DISTRIBUZIONE ENERGIA S.p.A.|2021|11|2021-12-23 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-1.0841176845133e-09
383398|03178060236|EE|MEGARETI S.p.A.|2022|01|2022-02-10 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|9.6300000012343
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|12|2022-01-13 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.7284841053188e-12
425912|01300290192|EE|ASPM SORESINA SERVIZI S.r.l.|2021|12|2022-01-21 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.019999999997708
387535|04938250729|EE|AMET S.P.A.|2021|12|2022-01-26 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.34000000008564
448201|00144520665|EE|COMUNE DI ROCCA PIA|2021|11|2021-12-02 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.020000000000039
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|12|2022-01-28 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.2737367544323e-12
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|11|2021-12-20 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-7.9580786405131e-13
204390|02605800420|EE|DISTRIBUZIONE ELETTRICA ADRIATICA S.r.l.|2021|11|2021-12-21 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.070000000000107
143863|05816611007|EE|ARETI S.p.A.|2022|01|2022-02-23 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.34999999999957
143863|05816611007|EE|ARETI S.p.A.|2021|12|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-5.8207660913467e-11
147779|01581060223|EE|ALTO GARDA SERVIZI S.p.A.|2021|12|2022-01-16 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|4.0927261579782e-12
143863|05816611007|EE|ARETI S.p.A.|2021|12|2022-01-21 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|448.89000000572
143863|05816611007|EE|ARETI S.p.A.|2021|12|2022-01-20 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-76.080000000447
437384|02127560163|EE|AMIAS SERVIZI S.r.l.|2021|11|2021-12-24 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.039999999998713
384916|06572251004|EE|AEROPORTI DI ROMA S.p.A.|2021|12|2022-01-27 00:00:00|2022-02-26 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.039999999999964
301008|00042330142|EE|"Società per l\'Illuminazione Elettrica in Chiavenna - Società Cooperativa (S.I.E.C.)"|2021|11|2021-12-14 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.24999999999898
143863|05816611007|EE|ARETI S.p.A.|2021|12|2022-01-18 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|5.8207660913467e-11
430755|00196170666|EE|COMUNE DI PACENTRO|2021|11|2021-12-31 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|664.4
120657|01768800748|EE|VERSALIS SPA|2021|12|2022-01-13 00:00:00|2022-02-12 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|46628.13
301008|00042330142|EE|"Società per l\'Illuminazione Elettrica in Chiavenna - Società Cooperativa (S.I.E.C.)"|2021|12|2022-01-14 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.010000000002265
148987|12883450152|EE|UNARETI S.p.A.|2022|01|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|7.4869603849947e-09
501039|00114540669|EE|COMUNE DI CASTEL DEL MONTE|2021|12|2022-01-24 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.010000000000048
304637|01210690432|EE|Azienda Specializzata Settore Multiservizi S.p.A.|2022|01|2022-02-24 00:00:00|2022-04-11 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-9.0949470177293e-12
131056|00693630550|EE|ASM TERNI S.P.A.|2021|11|2021-12-24 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-5.1841198001057e-11
455488|02689370217|EE|EDYNA S.r.l.|2022|01|2022-02-04 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.7284841053188e-12
455488|02689370217|EE|EDYNA S.r.l.|2021|11|2021-12-22 00:00:00|2022-01-23 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.3799999999283
304348|02066710605|EE|AMEA S.p.A.|2021|11|2021-12-14 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|5.4569682106376e-12
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|01|2022-02-21 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-3.1832314562052e-12
150090|01013210073|EE|DEVAL S.P.A.|2022|01|2022-02-04 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.3642420526594e-12
143863|05816611007|EE|ARETI S.p.A.|2022|01|2022-02-14 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-113.51999914035
304637|01210690432|EE|Azienda Specializzata Settore Multiservizi S.p.A.|2021|11|2021-12-23 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.7284841053188e-12
149142|01579450220|EE|Azienda Intercomunale Rotaliana S.p.A.|2021|11|2021-12-20 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.3642420526594e-12
148987|12883450152|EE|UNARETI S.p.A.|2022|01|2022-02-23 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-1.9999999999991
148987|12883450152|EE|UNARETI S.p.A.|2022|01|2022-02-10 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|6.9121597334743e-11
148987|12883450152|EE|UNARETI S.p.A.|2022|01|2022-02-22 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.9103830456734e-11
150090|01013210073|EE|DEVAL S.P.A.|2021|11|2021-12-03 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.0409061107785e-09
150090|01013210073|EE|DEVAL S.P.A.|2021|11|2021-12-06 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|4.7748471843079e-12
150090|01013210073|EE|DEVAL S.P.A.|2021|11|2021-12-31 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|26.34
148987|12883450152|EE|UNARETI S.p.A.|2021|11|2021-12-09 00:00:00|2022-01-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|3.2014213502407e-10
148987|12883450152|EE|UNARETI S.p.A.|2021|11|2021-12-14 00:00:00|2022-01-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.9103830456734e-11
148987|12883450152|EE|UNARETI S.p.A.|2021|12|2022-01-04 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-8.8039087131619e-10
148987|12883450152|EE|UNARETI S.p.A.|2021|12|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-1.3969838619232e-09
148987|12883450152|EE|UNARETI S.p.A.|2022|01|2022-02-25 00:00:00|2022-04-11 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-1.8189894035459e-12
319683|01210650436|EE|Azienda San Severino Marche S.p.A.|2021|11|2021-12-22 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.23999999999637
455488|02689370217|EE|EDYNA S.r.l.|2021|12|2022-01-23 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.15000000012151
428412|00099970212|EE|Azienda Elettrica di Dobbiaco S.r.l.|2022|01|2022-02-17 00:00:00|2022-03-09 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.040000000000049
501039|00114540669|EE|COMUNE DI CASTEL DEL MONTE|2021|11|2021-12-31 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|127.27
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|01|2022-02-20 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.8189894035459e-12
343467|01717730210|EE|ASM BRESSANONE S.p.A.|2022|01|2022-02-08 00:00:00|2022-03-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.21999999999866
383398|03178060236|EE|MEGARETI S.p.A.|2021|12|2022-01-18 00:00:00|2022-03-02 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.3646862246096e-11
143863|05816611007|EE|ARETI S.p.A.|2021|12|2022-01-14 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-24.720001207345
148987|12883450152|EE|UNARETI S.p.A.|2021|11|2021-12-21 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-5.4569682106376e-12
426906|01341400198|EE|LD RETI S.r.l.|2022|01|2022-02-11 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-7.457856554538e-11
143863|05816611007|EE|ARETI S.p.A.|2022|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.0186340659857e-09
511598|00111140901|EE|COMUNE DI BERCHIDDA|2022|01|2022-02-03 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.019999999999982
523569|00099990210|EE|Officina Elettrica S. Vigilio di Marebbe S.p.A.|2022|01|2022-02-14 00:00:00|2022-03-16 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.02000000000001
449013|01791490343|EE|IRETI S.p.A.|2021|11|2021-12-20 00:00:00|2022-01-19 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|129887.2700001
149142|01579450220|EE|Azienda Intercomunale Rotaliana S.p.A.|2022|01|2022-02-21 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.7284841053188e-12
148987|12883450152|EE|UNARETI S.p.A.|2021|11|2021-12-02 00:00:00|2022-01-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-5.0022208597511e-12
449013|01791490343|EE|IRETI S.p.A.|2021|11|2021-12-22 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|5519.4700000181
383398|03178060236|EE|MEGARETI S.p.A.|2021|12|2022-01-13 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.22000000001572
167711|01545520213|EE|Azienda Elettrica Haller S.a.s. di Kruselburger Johann & C.|2022|01|2022-02-21 00:00:00|2022-03-23 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.0099999999999945
204968|01508980214|EE|Azienda Elettrica Weissteiner S.a.s. di Richard Weissteiner|2022|01|2022-02-21 00:00:00|2022-03-23 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.009999999999998
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|11|2021-12-28 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|3.4106051316485e-12
148987|12883450152|EE|UNARETI S.p.A.|2021|11|2021-12-17 00:00:00|2022-01-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.0913936421275e-11
123390|00225170687|EE|Odoardo Zecca S.r.l.|2022|01|2022-02-17 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.73999999998432
383398|03178060236|EE|MEGARETI S.p.A.|2022|01|2022-02-09 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.0550138540566e-10
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|11|2021-12-22 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-3.6379788070917e-12
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2021|12|2022-01-15 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.7284841053188e-12
204390|02605800420|EE|DISTRIBUZIONE ELETTRICA ADRIATICA S.r.l.|2022|01|2022-02-08 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.430000000013
167711|01545520213|EE|Azienda Elettrica Haller S.a.s. di Kruselburger Johann & C.|2021|12|2022-01-21 00:00:00|2022-02-20 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.010000000000002
437741|00801350018|EE|Società Elettrica La Bruzolese S.r.l.|2021|11|2021-12-31 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|379.73
515840|00161690664|EE|COMUNE DI ANVERSA DEGLI ABRUZZI|2021|11|2021-12-31 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|106.67
157048|00035870070|EE|Società Cooperativa Elettrica Gignod (C.E.G.)|2022|01|2022-02-28 00:00:00|2022-04-11 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-1.1368683772162e-12
343467|01717730210|EE|ASM BRESSANONE S.p.A.|2021|11|2021-12-14 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.19999999999777
167147|01035730215|EE|Azienda Elettrica S.Martino di Schwarz Simon & C. s.n.c.|2021|11|2021-12-27 00:00:00|2022-01-26 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.009999999999998
426906|01341400198|EE|LD RETI S.r.l.|2022|01|2022-02-23 00:00:00|2022-03-28 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2
430755|00196170666|EE|COMUNE DI PACENTRO|2021|12|2022-01-31 00:00:00|2022-03-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.019999999999413
340742|00190600304|EE|Società Idroelettrica Valcanale S.a.s.|2021|12|2022-01-20 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|2.2737367544323e-12
205338|01544360215|EE|Consorzio Elettrico Kalmtal|2021|12|2022-01-20 00:00:00|2022-02-19 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.0099999999999945
426906|01341400198|EE|LD RETI S.r.l.|2021|12|2022-01-14 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|8.7311491370201e-11
131056|00693630550|EE|ASM TERNI S.P.A.|2021|12|2022-01-27 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-9.0949470177293e-12
123390|00225170687|EE|Odoardo Zecca S.r.l.|2021|12|2022-01-13 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.14999999998872
131056|00693630550|EE|ASM TERNI S.P.A.|2021|11|2021-12-27 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.4551915228367e-11
387535|04938250729|EE|AMET S.P.A.|2021|12|2022-01-19 00:00:00|2022-02-25 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|1.8189894035459e-12
204968|01508980214|EE|Azienda Elettrica Weissteiner S.a.s. di Richard Weissteiner|2021|11|2021-12-21 00:00:00|2022-01-20 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.0099999999999998
164027|02216150017|EE|COMUNE DI VALPRATO SOANA|2021|11|2021-12-20 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|62.42
388977|04152790962|EE|"RETIPIU\' S.r.l."|2021|12|2022-01-11 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.12000000019361
501039|00114540669|EE|COMUNE DI CASTEL DEL MONTE|2021|11|2021-12-24 00:00:00|2022-01-24 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.010000000000019
433111|00159650837|EE|Comune di Francavilla di Sicilia|2021|11|2021-12-14 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-2.955857780762e-12
448201|00144520665|EE|COMUNE DI ROCCA PIA|2021|11|2021-12-31 00:00:00|2022-02-14 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|118.85
406540|03196810240|EE|SERVIZI A RETE S.r.l.|2021|11|2021-12-09 00:00:00|2022-01-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.090000000000146
523569|00099990210|EE|Officina Elettrica S. Vigilio di Marebbe S.p.A.|2021|12|2022-01-13 00:00:00|2022-02-12 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|-0.010000000000019
343467|01717730210|EE|ASM BRESSANONE S.p.A.|2021|12|2022-01-12 00:00:00|2022-02-13 00:00:00|PRESENTE|Delta AcuPhi-SAP|0|0.020000000000664
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-28 00:00:00|2022-05-28 00:00:00|NON PRESENTE|SAP|0|98151.38
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-19 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|301811.46
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-14 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|25390.55
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|2|2022-03-03 00:00:00|2022-04-11 00:00:00|PRESENTE|SAP|0|424976.63
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-11 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|2499179.6
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-13 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|105051.4
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-30 00:00:00|2022-05-30 00:00:00|NON PRESENTE|SAP|0|36655.03
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-15 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|138254.93
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-12 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|121686.75
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-08 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|1602716.24
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|2|2022-03-02 00:00:00|2022-04-11 00:00:00|PRESENTE|SAP|0|939391.63
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-29 00:00:00|2022-05-29 00:00:00|NON PRESENTE|SAP|0|24029
150090|01013210073|EE|DEVAL S.P.A.|2022|3|2022-04-30 00:00:00|2022-05-30 00:00:00|NON PRESENTE|SAP|0|25.2
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-07 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|-772334.10999999
157537|00107210221|EE|Consorzio Elettrico di Storo S.c.a R.L.|2022|1|2022-02-25 00:00:00|2022-03-28 00:00:00|PRESENTE|SAP|0|301.57
205338|01544360215|EE|Consorzio Elettrico Kalmtal|2022|3|2022-04-14 00:00:00|2022-05-14 00:00:00|PRESENTE|SAP|0|11.37
212475|02404330223|EE|AZIENDA RETI ELETTRICHE S.r.l.|2022|3|2022-04-12 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|500.37
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-18 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|2689.53
131056|00693630550|EE|ASM TERNI S.P.A.|2022|3|2022-04-13 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|26489.23
150090|01013210073|EE|DEVAL S.P.A.|2022|3|2022-04-15 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|802.83
150090|01013210073|EE|DEVAL S.P.A.|2022|3|2022-04-15 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|-447.69
143863|05816611007|EE|ARETI S.p.A.|2022|3|2022-04-15 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|30787.32
382868|00050450147|EE|Società Elettrica in Morbegno Società Cooperativa a r.l. - SEM S.c. a r.l.|2022|3|2022-04-11 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|3205.08
212475|02404330223|EE|AZIENDA RETI ELETTRICHE S.r.l.|2022|3|2022-04-14 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|21.87
150090|01013210073|EE|DEVAL S.P.A.|2022|3|2022-04-16 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|-14714.97
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-16 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|77509.32
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-06 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|339105.35
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-17 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|9842.23
204390|02605800420|EE|DISTRIBUZIONE ELETTRICA ADRIATICA S.r.l.|2022|3|2022-04-19 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|-2067.6
387535|04938250729|EE|AMET S.P.A.|2022|3|2022-04-15 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|142.88
425914|00166310433|EE|COMUNE DI USSITA|2022|3|2022-04-26 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|43
510902|01531350229|EE|Azienda Servizi Municipalizzati di Tione di Trento|2022|3|2022-04-13 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|132.09
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-09 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|31459.89
123390|00225170687|EE|Odoardo Zecca S.r.l.|2022|3|2022-04-14 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|-1560.53
387535|04938250729|EE|AMET S.P.A.|2022|3|2022-04-14 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|25.2
150090|01013210073|EE|DEVAL S.P.A.|2022|3|2022-04-12 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|25.2
143863|05816611007|EE|ARETI S.p.A.|2022|3|2022-04-15 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|-2491.55
319858|00399050087|EE|AMAIE S.P.A.|2022|3|2022-04-12 00:00:00|2022-05-12 00:00:00|PRESENTE|SAP|0|841.83
428412|00099970212|EE|Azienda Elettrica di Dobbiaco S.r.l.|2022|3|2022-04-20 00:00:00|2022-05-10 00:00:00|PRESENTE|SAP|0|185.4
439260|02144820988|EE|Camuna Energia S.r.l.|2022|3|2022-04-08 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|118.03
523569|00099990210|EE|Officina Elettrica S. Vigilio di Marebbe S.p.A.|2022|3|2022-04-13 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|132.48
143863|05816611007|EE|ARETI S.p.A.|2022|3|2022-04-13 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|848804.29
123390|00225170687|EE|Odoardo Zecca S.r.l.|2022|3|2022-04-15 00:00:00|2022-05-27 00:00:00|PRESENTE|SAP|0|88.01
347247|01238661217|EE|"S.N.I.E. S.p.A. - Societa\' Nolana per Imprese Elettriche"|2022|3|2022-04-01 00:00:00|2022-05-16 00:00:00|PRESENTE|SAP|0|4870.65
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-10 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|9532.42
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|3|2022-04-04 00:00:00|2022-05-13 00:00:00|PRESENTE|SAP|0|2208209.08
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|2|2022-03-22 00:00:00|2022-04-26 00:00:00|PRESENTE|SAP|0|194772.91
140965|05779711000|EE|E-DISTRIBUZIONE S.P.A.|2022|2|2022-03-21 00:00:00|2022-04-26 00:00:00|PRESENTE|SAP|0|-81798.95
